Fn,solve,update
-6.934528,17.457152000000008,13.66835199999997
-5.791743999999994,44.72012799999999,44.695551999999964
-7.245824000000027,46.29299200000003,45.338623999999925
-11.427840000000003,49.963008,44.826623999999924
-12.521472000000017,51.01158399999997,45.30585599999989
-13.44307200000003,52.060159999999996,45.95711999999992
-16.019456000000048,53.63302399999998,44.95359999999988
-17.588224000000025,55.73017599999997,45.4819839999999
-18.73920000000004,56.77875199999994,45.903871999999865
-18.94809600000002,58.35161599999992,47.267839999999865
-25.05523199999999,78.79884799999991,63.70508799999993
-22.19212799999997,81.42028799999991,69.71391999999992
-16.73625599999997,81.42028799999991,75.16979199999992
-14.913535999999965,81.42028799999991,76.99251199999992
-14.31961599999994,81.42028799999991,77.58643199999995
-13.271039999999914,81.42028799999991,78.63500799999997
-13.201407999999958,81.42028799999991,78.70463999999993
-13.11948799999999,81.42028799999991,78.7865599999999
-12.922879999999907,81.42028799999991,78.98316799999998
-12.64435199999997,81.42028799999991,79.26169599999992
-12.525567999999964,81.42028799999991,79.38047999999992
-12.214271999999994,81.42028799999991,79.69177599999989
-11.775999999999897,81.42028799999991,80.13004799999999
-11.653120000000001,81.42028799999991,80.25292799999988
-11.538432,81.42028799999991,80.36761599999988
-11.538432,81.42028799999991,80.36761599999988
-11.538432,81.42028799999991,80.36761599999988
-11.513855999999976,81.42028799999991,80.39219199999991
-11.49747199999996,81.42028799999991,80.40857599999993
-11.49747199999996,81.42028799999991,80.40857599999993
-11.49747199999996,81.42028799999991,80.40857599999993
-11.485183999999947,81.42028799999991,80.42086399999994
-11.485183999999947,81.42028799999991,80.42086399999994
-11.485183999999947,81.42028799999991,80.9451519999999
-6.557695999999908,81.42028799999991,86.396928
-4.849664000000018,81.42028799999991,88.10495999999989
-4.620288000000016,81.42028799999991,88.3343359999999
-4.419583999999929,89.80889599999989,99.0207999999999
0.9052160000001663,90.33318399999985,104.86988799999995
0.9052160000001663,90.33318399999985,104.86988799999995
1.1018240000001356,90.33318399999985,105.06649599999992
1.3967360000002031,90.33318399999985,105.36140799999998
1.6629760000001284,90.33318399999985,105.62764799999991
1.7981440000001498,90.33318399999985,105.76281599999993
2.0561920000001805,90.33318399999985,106.02086399999996
2.0561920000001805,90.33318399999985,106.02086399999996
2.146304000000157,90.33318399999985,106.11097599999994
2.146304000000157,90.33318399999985,106.11097599999994
2.146304000000157,90.33318399999985,106.11097599999994
2.146304000000157,90.33318399999985,106.11097599999994
2.146304000000157,90.33318399999985,106.11097599999994
2.224128000000121,90.33318399999985,106.1887999999999
2.228224000000125,90.33318399999985,106.1928959999999
4.448256000000185,90.33318399999985,108.41292799999997
4.448256000000185,90.33318399999985,108.41292799999997
4.448256000000185,90.33318399999985,108.41292799999997
4.571136000000195,90.33318399999985,108.53580799999997
4.694016000000204,90.33318399999985,108.65868799999998
4.7104000000001065,90.33318399999985,108.67507199999989
4.7104000000001065,90.33318399999985,108.67507199999989
4.714496000000111,90.33318399999985,108.67916799999989
4.714496000000111,90.33318399999985,108.67916799999989
4.718592000000115,90.33318399999985,108.6832639999999
4.718592000000115,90.33318399999985,108.6832639999999
4.718592000000115,90.33318399999985,108.6832639999999
4.718592000000115,90.33318399999985,108.6832639999999
4.718592000000115,90.33318399999985,108.6832639999999
4.718592000000115,90.33318399999985,108.6832639999999
4.718592000000115,90.33318399999985,108.6832639999999
4.800512000000197,90.33318399999985,108.76518399999998
4.804608000000201,90.33318399999985,108.76927999999998
4.804608000000201,90.33318399999985,108.76927999999998
4.804608000000201,90.33318399999985,108.76927999999998
4.882432000000165,90.33318399999985,108.84710399999994
4.882432000000165,90.33318399999985,108.84710399999994
5.005312000000174,90.33318399999985,108.96998399999995
8.306688000000179,90.33318399999985,112.27135999999996
9.023488000000214,90.33318399999985,112.98816
12.472320000000138,90.33318399999985,116.43699199999992
13.074432000000172,90.33318399999985,117.03910399999995
13.303808000000174,90.33318399999985,117.26847999999995
13.553664000000197,90.33318399999985,117.51833599999998
7.024640000000147,117.07187199999987,139.8251519999999
14.811136000000204,117.07187199999987,147.61164799999995
15.204352000000142,117.07187199999987,148.00486399999988
17.05984000000018,117.07187199999987,150.38463999999988
17.186816000000192,117.07187199999987,150.5116159999999
17.190912000000196,117.07187199999987,150.5157119999999
17.530880000000195,117.07187199999987,150.8556799999999
17.530880000000195,117.07187199999987,150.8556799999999
17.551360000000216,117.07187199999987,150.8761599999999
17.551360000000216,117.07187199999987,150.8761599999999
17.940480000000264,117.07187199999987,151.26527999999996
17.940480000000264,117.07187199999987,151.26527999999996
17.944576000000268,117.07187199999987,151.26937599999997
17.944576000000268,117.07187199999987,151.26937599999997
18.149376000000245,117.07187199999987,151.47417599999994
18.16576000000026,117.07187199999987,151.49055999999996
18.16576000000026,117.07187199999987,151.49055999999996
18.178048000000274,117.07187199999987,151.50284799999997
18.178048000000274,117.07187199999987,151.50284799999997
18.178048000000274,117.07187199999987,151.50284799999997
18.178048000000274,117.07187199999987,151.50284799999997
18.530304000000285,117.07187199999987,151.85510399999998
18.530304000000285,117.07187199999987,151.85510399999998
18.534400000000176,117.07187199999987,151.85919999999987
18.534400000000176,117.07187199999987,151.85919999999987
18.80473600000022,117.07187199999987,152.12953599999992
18.80473600000022,117.07187199999987,152.12953599999992
18.80473600000022,117.07187199999987,152.12953599999992
18.80473600000022,117.07187199999987,152.12953599999992
18.80473600000022,117.07187199999987,152.12953599999992
18.80473600000022,117.07187199999987,152.12953599999992
18.821120000000235,121.79046399999982,158.96166399999993
24.121344000000192,121.79046399999982,164.26188799999989
24.477696000000208,121.79046399999982,164.6182399999999
24.825856000000215,121.79046399999982,164.9663999999999
24.932352000000208,121.79046399999982,165.0728959999999
25.23136000000028,121.79046399999982,165.37190399999997
25.58771200000018,121.79046399999982,165.72825599999987
25.61638400000021,121.79046399999982,165.7569279999999
25.812992000000293,121.79046399999982,165.95353599999999
26.41100800000021,121.79046399999982,166.5515519999999
26.562560000000246,121.79046399999982,167.2273919999999
26.98854400000033,121.79046399999982,167.65337599999998
27.254784000000257,121.79046399999982,167.9196159999999
27.480064000000255,121.79046399999982,168.1448959999999
27.48416000000026,121.79046399999982,168.1489919999999
28.012544000000332,121.79046399999982,168.67737599999998
28.065792000000272,121.79046399999982,168.73062399999992
28.069888000000276,121.79046399999982,168.73471999999992
28.07398400000028,121.79046399999982,168.73881599999993
28.078080000000284,121.79046399999982,168.74291199999993
28.090368000000296,121.79046399999982,168.75519999999995
28.0944640000003,121.79046399999982,168.75929599999995
28.106752000000313,121.79046399999982,168.77158399999996
28.110848000000317,121.79046399999982,168.77567999999997
28.11494400000032,121.79046399999982,168.77977599999997
28.12313600000033,121.79046399999982,168.78796799999998
28.12313600000033,121.79046399999982,168.78796799999998
28.12313600000033,121.79046399999982,168.78796799999998
28.12313600000033,121.79046399999982,168.78796799999998
28.127232000000333,121.79046399999982,168.79206399999998
28.221440000000314,121.79046399999982,168.88627199999996
28.225536000000318,122.31475199999977,170.9875199999999
30.91251200000039,122.31475199999977,174.7230719999999
31.19923200000045,122.31475199999977,177.10694399999988
31.29344000000043,253.38675199999977,310.8945919999999
31.297536000000434,253.38675199999977,310.8986879999999
32.436224000000436,253.38675199999977,312.0373759999999
32.80076800000046,253.38675199999977,312.4019199999999
33.271808000000476,253.38675199999977,312.8729599999999
33.42745600000052,253.38675199999977,313.02860799999996
33.68960000000044,253.38675199999977,313.2907519999999
33.69369600000044,253.38675199999977,313.2948479999999
33.734656000000484,253.38675199999977,313.33580799999993
33.7510400000005,253.38675199999977,313.35219199999995
34.05004800000046,253.38675199999977,313.6511999999999
34.181120000000476,253.38675199999977,313.7822719999999
34.230272000000525,253.38675199999977,313.83142399999997
34.32857600000051,253.38675199999977,313.92972799999995
35.377152000000535,253.38675199999977,314.978304
35.55737600000049,253.38675199999977,315.15852799999993
36.122624000000485,253.38675199999977,315.72377599999993
36.22092800000047,253.38675199999977,315.8220799999999
36.225024000000474,253.38675199999977,315.8261759999999
36.225024000000474,253.38675199999977,315.8261759999999
36.225024000000474,253.38675199999977,315.8261759999999
36.339712000000475,253.38675199999977,315.9408639999999
36.42572800000045,253.38675199999977,316.0268799999999
36.42982400000045,253.38675199999977,316.0309759999999
36.4789760000005,253.38675199999977,316.08012799999995
36.4789760000005,253.38675199999977,316.08012799999995
36.4789760000005,253.38675199999977,316.08012799999995
36.66739200000046,253.38675199999977,316.2685439999999
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
36.96640000000053,253.38675199999977,316.567552
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.08518400000054,253.38675199999977,316.686336
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.101568000000555,253.38675199999977,316.70272
37.12204800000046,253.38675199999977,316.7231999999999
37.12204800000046,253.38675199999977,316.7231999999999
37.12204800000046,253.38675199999977,316.7231999999999
37.12204800000046,253.38675199999977,316.7231999999999
37.12204800000046,253.38675199999977,316.7231999999999
37.12204800000046,253.38675199999977,316.7231999999999
37.12204800000046,253.38675199999977,316.7231999999999
37.12204800000046,253.38675199999977,316.7231999999999
37.12204800000046,253.38675199999977,316.7231999999999
37.12204800000046,253.38675199999977,316.7231999999999
37.12204800000046,253.38675199999977,316.7231999999999
37.12204800000046,253.38675199999977,316.7231999999999
37.12204800000046,253.38675199999977,316.7231999999999
37.12204800000046,253.38675199999977,316.7231999999999
37.12204800000046,253.38675199999977,316.7231999999999
37.12204800000046,253.38675199999977,316.7231999999999
37.12204800000046,253.38675199999977,316.7231999999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.13024000000047,253.38675199999977,316.7313919999999
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.19168000000053,253.38675199999977,316.792832
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
37.216256000000556,253.38675199999977,316.817408
